1,1,2010,五幸神明ビル,3900811,長野県松本市中央１丁目７番１０号,0263-39-8348,,太田　隆治
1,1,2011,五幸神明ビル,3900811,長野県松本市中央１丁目７番１０号,0263-39-8348,,太田　隆治
1,1,2012,五幸神明ビル,3900811,長野県松本市中央１丁目７番１０号,0263-39-8348,,太田　隆治
1,1,2013,五幸神明ビル,3900811,長野県松本市中央１丁目７番１０号,0263-39-8348,,太田　隆治
1,1,2014,五幸神明ビル,3900811,長野県松本市中央１丁目７番１０号,0263-39-8348,,太田　隆治
2,2,2010,株式会社　アイシンク,3900846,長野県松本市南原1丁目８番１１号,0263-25-2130,,赤羽　桂
2,2,2011,株式会社　アイシンク,3900846,長野県松本市南原1丁目８番１１号,0263-25-2130,,赤羽　桂
2,2,2012,株式会社　アイシンク,3900846,長野県松本市南原1丁目８番１１号,0263-25-2130,,赤羽　桂
2,2,2013,株式会社　アイシンク,3900846,長野県松本市南原1丁目８番１１号,0263-25-2130,,赤羽　桂
2,2,2014,株式会社　アイシンク,3900846,長野県松本市南原1丁目８番１１号,0263-25-2130,,赤羽　桂
4,4,2010,株式会社イヌズカ,3990024,長野県松本市寿小赤258-6,0263-58-1301,,犬塚　義浩
4,4,2011,株式会社イヌズカ,3990024,長野県松本市寿小赤258-6,0263-58-1301,,犬塚　義浩
4,4,2012,株式会社イヌズカ,3990024,長野県松本市寿小赤258-6,0263-58-1301,,犬塚　義浩
4,4,2013,株式会社イヌズカ,3990024,長野県松本市寿小赤258-6,0263-58-1301,,犬塚　義浩
4,4,2014,株式会社イヌズカ,3990024,長野県松本市寿小赤258-6,0263-58-1301,,犬塚　義浩
5,5,2010,太田屋　松本本店,3900852,長野県松本市島立９６５－１,0263-47-8877,0263-47-8635,岩波　秀樹
5,5,2011,太田屋　松本本店,3900852,長野県松本市島立９６５－１,0263-47-8877,0263-47-8635,岩波　秀樹
5,5,2012,太田屋　松本本店,3900852,長野県松本市島立９６５－１,0263-47-8877,0263-47-8635,岩波　秀樹
5,5,2013,太田屋　松本本店,3900852,長野県松本市島立９６５－１,0263-47-8877,0263-47-8635,岩波　秀樹
5,5,2014,太田屋　松本本店,3900852,長野県松本市島立９６５－１,0263-47-8877,0263-47-8635,岩波　秀樹
7,7,2010,上條鋼材　株式会社,3901242,長野県松本市大字和田５５１１番地１４,0263-48-1334,,丸山　隆久
7,7,2011,上條鋼材　株式会社,3901242,長野県松本市大字和田５５１１番地１４,0263-48-1334,,丸山　隆久
7,7,2012,上條鋼材　株式会社,3901242,長野県松本市大字和田５５１１番地１４,0263-48-1334,,丸山　隆久
7,7,2013,上條鋼材　株式会社,3901242,長野県松本市大字和田５５１１番地１４,0263-48-1334,,丸山　隆久
7,7,2014,上條鋼材　株式会社,3901242,長野県松本市大字和田５５１１番地１４,0263-48-1334,,丸山　隆久
8,8,2010,株式会社開運堂　本店,3900811,長野県松本市中央２丁目２番１５号,0263-32-0506,,西田　優
8,8,2011,株式会社開運堂　本店,3900811,長野県松本市中央２丁目２番１５号,0263-32-0506,,西田　優
8,8,2012,株式会社開運堂　本店,3900811,長野県松本市中央２丁目２番１５号,0263-32-0506,,西田　優
8,8,2013,株式会社開運堂　本店,3900811,長野県松本市中央２丁目２番１５号,0263-32-0506,,西田　優
8,8,2014,株式会社開運堂　本店,3900811,長野県松本市中央２丁目２番１５号,0263-32-0506,,西田　優
9,9,2010,ゴルフ　コミュニティ　ウエストピーク,3900221,長野県松本市大字里山辺4318,0263-25-4111,,望月　勝治
9,9,2011,ゴルフ　コミュニティ　ウエストピーク,3900221,長野県松本市大字里山辺4318,0263-25-4111,,望月　勝治
9,9,2012,ゴルフ　コミュニティ　ウエストピーク,3900221,長野県松本市大字里山辺4318,0263-25-4111,,望月　勝治
9,9,2013,ゴルフ　コミュニティ　ウエストピーク,3900221,長野県松本市大字里山辺4318,0263-25-4111,,望月　勝治
9,9,2014,ゴルフ　コミュニティ　ウエストピーク,3900221,長野県松本市大字里山辺4318,0263-25-4111,,望月　勝治
10,627,2010,医療法人雄久会老人保健施設こもれび,3990731,長野県塩尻市大門六番町4番36号,0263-51-1700,0263-51-1881,小池　達也
10,627,2011,医療法人雄久会老人保健施設こもれび,3990731,長野県塩尻市大門六番町4番36号,0263-51-1700,0263-51-1881,小池　達也
10,627,2012,医療法人雄久会老人保健施設こもれび,3990731,長野県塩尻市大門六番町4番36号,0263-51-1700,0263-51-1881,小池　達也
10,627,2013,医療法人雄久会老人保健施設こもれび,3990731,長野県塩尻市大門六番町4番36号,0263-51-1700,0263-51-1881,小池　達也
10,627,2014,医療法人雄久会老人保健施設こもれび,3990731,長野県塩尻市大門六番町4番36号,0263-51-1700,0263-51-1881,小池　達也
11,11,2010,小林軽金属工業株式会社,3998201,長野県安曇野市豊科大字南穂高1083,0263-72-3873,,小林　今朝重
11,11,2011,小林軽金属工業株式会社,3998201,長野県安曇野市豊科大字南穂高1083,0263-72-3873,,小林　今朝重
11,11,2012,小林軽金属工業株式会社,3998201,長野県安曇野市豊科大字南穂高1083,0263-72-3873,,小林　今朝重
11,11,2013,小林軽金属工業株式会社,3998201,長野県安曇野市豊科大字南穂高1083,0263-72-3873,,小林　今朝重
11,11,2014,小林軽金属工業株式会社,3998201,長野県安曇野市豊科大字南穂高1083,0263-72-3873,,小林　今朝重
13,13,2010,笹部ビル,3900847,松本市笹部2丁目1番57号,0263-25-3505,,西澤　治
13,13,2011,笹部ビル,3900847,松本市笹部2丁目1番57号,0263-25-3505,,西澤　治
13,13,2012,笹部ビル,3900847,松本市笹部2丁目1番57号,0263-25-3505,,西澤　治
13,13,2013,笹部ビル,3900847,松本市笹部2丁目1番57号,0263-25-3505,,西澤　治
13,13,2014,笹部ビル,3900847,松本市笹部2丁目1番57号,0263-25-3505,,西澤　治
14,14,2010,特別養護老人ホーム常念荘,3998211,長野県安曇市堀金烏川2048番地2,0263-72-3611,0263-72-1128,丸山所長
14,14,2011,特別養護老人ホーム常念荘,3998211,長野県安曇市堀金烏川2048番地2,0263-72-3611,0263-72-1128,丸山所長
14,14,2012,特別養護老人ホーム常念荘,3998211,長野県安曇市堀金烏川2048番地2,0263-72-3611,0263-72-1128,丸山所長
14,14,2013,特別養護老人ホーム常念荘,3998211,長野県安曇市堀金烏川2048番地2,0263-72-3611,0263-72-1128,丸山所長
14,14,2014,特別養護老人ホーム常念荘,3998211,長野県安曇市堀金烏川2048番地2,0263-72-3611,0263-72-1128,丸山所長
15,15,2010,株式会社しづか,3900874,長野県松本市大手４丁目１０番８号,0263-32-0547,,市東　一也
15,15,2011,株式会社しづか,3900874,長野県松本市大手４丁目１０番８号,0263-32-0547,,市東　一也
15,15,2012,株式会社しづか,3900874,長野県松本市大手４丁目１０番８号,0263-32-0547,,市東　一也
15,15,2013,株式会社しづか,3900874,長野県松本市大手４丁目１０番８号,0263-32-0547,,市東　一也
15,15,2014,株式会社しづか,3900874,長野県松本市大手４丁目１０番８号,0263-32-0547,,市東　一也
16,16,2010,白百合幼稚園,3990032,長野県松本市芳川村井町サイカチ1383-ロ,0263-86-1084,,田中　茂樹
16,16,2011,白百合幼稚園,3990032,長野県松本市芳川村井町サイカチ1383-ロ,0263-86-1084,,田中　茂樹
16,16,2012,白百合幼稚園,3990032,長野県松本市芳川村井町サイカチ1383-ロ,0263-86-1084,,田中　茂樹
16,16,2013,白百合幼稚園,3990032,長野県松本市芳川村井町サイカチ1383-ロ,0263-86-1084,,田中　茂樹
16,16,2014,白百合幼稚園,3990032,長野県松本市芳川村井町サイカチ1383-ロ,0263-86-1084,,田中　茂樹
17,17,2010,すがの旅館,3990704,塩尻市広丘郷原1762,0263-52-1285,,百瀬　武人
17,17,2011,すがの旅館,3990704,塩尻市広丘郷原1762,0263-52-1285,,百瀬　武人
17,17,2012,すがの旅館,3990704,塩尻市広丘郷原1762,0263-52-1285,,百瀬　武人
17,17,2013,すがの旅館,3990704,塩尻市広丘郷原1762,0263-52-1285,,百瀬　武人
17,17,2014,すがの旅館,3990704,塩尻市広丘郷原1762,0263-52-1285,,百瀬　武人
18,18,2010,内湯滝の湯旅館,3900221,長野県松本市里山辺,0263-32-3284,,遠藤　照生
18,18,2011,内湯滝の湯旅館,3900221,長野県松本市里山辺,0263-32-3284,,遠藤　照生
18,18,2012,内湯滝の湯旅館,3900221,長野県松本市里山辺,0263-32-3284,,遠藤　照生
18,18,2013,内湯滝の湯旅館,3900221,長野県松本市里山辺,0263-32-3284,,遠藤　照生
18,18,2014,内湯滝の湯旅館,3900221,長野県松本市里山辺,0263-32-3284,,遠藤　照生
19,19,2010,第一貨物株式会社　松本物流センター,3901242,長野県松本市大字和田7088番地1,0263-40-5070,0263-48-0567,鈴木　浩一
19,19,2011,第一貨物株式会社　松本物流センター,3901242,長野県松本市大字和田7088番地1,0263-40-5070,0263-48-0567,鈴木　浩一
19,19,2012,第一貨物株式会社　松本物流センター,3901242,長野県松本市大字和田7088番地1,0263-40-5070,0263-48-0567,鈴木　浩一
19,19,2013,第一貨物株式会社　松本物流センター,3901242,長野県松本市大字和田7088番地1,0263-40-5070,0263-48-0567,鈴木　浩一
19,19,2014,第一貨物株式会社　松本物流センター,3901242,長野県松本市大字和田7088番地1,0263-40-5070,0263-48-0567,鈴木　浩一
21,21,2010,徳澤園,3901516,長野県松本市安曇上高地徳澤4468,0263-95-2508,0263-95-2512,上條　敏昭
21,21,2011,徳澤園,3901516,長野県松本市安曇上高地徳澤4468,0263-95-2508,0263-95-2512,上條　敏昭
21,21,2012,徳澤園,3901516,長野県松本市安曇上高地徳澤4468,0263-95-2508,0263-95-2512,上條　敏昭
21,21,2013,徳澤園,3901516,長野県松本市安曇上高地徳澤4468,0263-95-2508,0263-95-2512,上條　敏昭
21,21,2014,徳澤園,3901516,長野県松本市安曇上高地徳澤4468,0263-95-2508,0263-95-2512,上條　敏昭
22,22,2010,長野県信用保証協会　松本支店,3900852,長野県松本市大字島立976番地1,0263-47-1533,0263-47-4209,伊藤　等
22,22,2011,長野県信用保証協会　松本支店,3900852,長野県松本市大字島立976番地1,0263-47-1533,0263-47-4209,伊藤　等
22,22,2012,長野県信用保証協会　松本支店,3900852,長野県松本市大字島立976番地1,0263-47-1533,0263-47-4209,伊藤　等
22,22,2013,長野県信用保証協会　松本支店,3900852,長野県松本市大字島立976番地1,0263-47-1533,0263-47-4209,伊藤　等
22,22,2014,長野県信用保証協会　松本支店,3900852,長野県松本市大字島立976番地1,0263-47-1533,0263-47-4209,伊藤　等
24,24,2010,中村製作所株式会社　穂高工場,3998300,長野県安曇野市穂高6783-1,0263-82-7611,,滝沢　章夫
24,24,2011,中村製作所株式会社　穂高工場,3998300,長野県安曇野市穂高6783-1,0263-82-7611,,滝沢　章夫
24,24,2012,中村製作所株式会社　穂高工場,3998300,長野県安曇野市穂高6783-1,0263-82-7611,,滝沢　章夫
24,24,2013,中村製作所株式会社　穂高工場,3998300,長野県安曇野市穂高6783-1,0263-82-7611,,滝沢　章夫
24,24,2014,中村製作所株式会社　穂高工場,3998300,長野県安曇野市穂高6783-1,0263-82-7611,,滝沢　章夫
25,25,2010,飯田機械金属工業株式会社,3950041,長野県飯田市中央通り2丁目2番,0265-22-1741,0265-22-1856,尾関　鉄治
25,25,2011,飯田機械金属工業株式会社,3950041,長野県飯田市中央通り2丁目2番,0265-22-1741,0265-22-1856,尾関　鉄治
25,25,2012,飯田機械金属工業株式会社,3950041,長野県飯田市中央通り2丁目2番,0265-22-1741,0265-22-1856,尾関　鉄治
25,25,2013,飯田機械金属工業株式会社,3950041,長野県飯田市中央通り2丁目2番,0265-22-1741,0265-22-1856,尾関　鉄治
25,25,2014,飯田機械金属工業株式会社,3950041,長野県飯田市中央通り2丁目2番,0265-22-1741,0265-22-1856,尾関　鉄治
26,26,2010,株式会社　平田商会,3950811,長野県飯田市松尾上溝2910番地８,0265-22-5544,,岡島　治
26,26,2011,株式会社　平田商会,3950811,長野県飯田市松尾上溝2910番地８,0265-22-5544,,岡島　治
26,26,2012,株式会社　平田商会,3950811,長野県飯田市松尾上溝2910番地８,0265-22-5544,,岡島　治
26,26,2013,株式会社　平田商会,3950811,長野県飯田市松尾上溝2910番地８,0265-22-5544,,岡島　治
26,26,2014,株式会社　平田商会,3950811,長野県飯田市松尾上溝2910番地８,0265-22-5544,,岡島　治
28,10,2010,パサージュ木曽駒,3996101,長野県木曽郡木曽町日義4898番地の1,0264-23-7331,,田屋　雄一
28,10,2011,パサージュ木曽駒,3996101,長野県木曽郡木曽町日義4898番地の1,0264-23-7331,,田屋　雄一
28,10,2012,パサージュ木曽駒,3996101,長野県木曽郡木曽町日義4898番地の1,0264-23-7331,,田屋　雄一
28,10,2013,パサージュ木曽駒,3996101,長野県木曽郡木曽町日義4898番地の1,0264-23-7331,,田屋　雄一
28,10,2014,パサージュ木曽駒,3996101,長野県木曽郡木曽町日義4898番地の1,0264-23-7331,,田屋　雄一
